Time,Q1, Q2, Q3, Q4, Q5, Q6, T1, T2, T3, T4, T5, T6
14:41:13:357555,-0.657797,-0.207834,1.61712,0,1.29941,1.69834,7.371,7.287,-17.738,0.756,0.686183,0.019726,
14:41:13:362651,-0.657518,-0.208619,1.61609,0,1.29959,1.69861,6.475,6.44,-18.284,-0.56,0.486105,0.349432,
14:41:13:367653,-0.657204,-0.209422,1.61509,0,1.29976,1.69883,6.02,6.3,-20.755,-0.14,0.603052,0.417064,
14:41:13:372790,-0.656907,-0.210225,1.61408,0,1.29999,1.6991,6.573,5.831,-19.922,0.196,0.739725,0.264892,
14:41:13:377776,-0.65661,-0.21101,1.6131,0,1.30027,1.69932,5.775,6.594,-20.076,-0.084,0.497377,0.54951,
14:41:13:382760,-0.656314,-0.211866,1.61213,0,1.30064,1.69957,5.537,7.189,-20.937,0.056,0.329706,0.652367,
14:41:13:387924,-0.655999,-0.212668,1.61111,0,1.30099,1.6999,6.482,6.678,-20.223,0.392,0.177534,0.476242,
14:41:13:393032,-0.655668,-0.213506,1.6101,0,1.30128,1.70035,6.167,8.561,-20.601,0.819,-0.029589,0.353659,
14:41:13:398026,-0.655354,-0.214292,1.60912,0,1.30147,1.70086,6.202,6.559,-20.748,0.252,0.01409,0.039452,
14:41:13:403169,-0.655057,-0.215094,1.60811,0,1.30161,1.7011,6.006,6.678,-20.629,0.196,0.083131,0.132446,
14:41:13:408143,-0.654778,-0.215897,1.60713,0,1.30174,1.70129,6.909,7.322,-20.951,0.399,0.224031,0.291663,
14:41:13:413287,-0.654498,-0.216718,1.60614,0,1.30188,1.70154,7.567,7.469,-21.462,0.469,0.263483,0.287436,
14:41:13:418295,-0.654219,-0.217555,1.60516,0,1.30202,1.70182,7.791,7.602,-21.581,0.252,0.433972,0.405792,
14:41:13:423394,-0.653905,-0.218358,1.60415,0,1.30216,1.70213,9.177,7.35,-21.931,-0.14,0.543874,0.46497,
14:41:13:428437,-0.653591,-0.219161,1.6031,0,1.30231,1.70239,7.588,8.239,-20.531,0.063,0.60587,0.652367,
14:41:13:433556,-0.653259,-0.219964,1.60207,0,1.30245,1.70273,7.532,7.777,-21,-0.371,0.710136,0.601643,
14:41:13:438492,-0.65291,-0.220749,1.60106,0,1.30261,1.70311,6.762,7.476,-20.111,0.077,0.846809,0.463561,
14:41:13:443648,-0.652526,-0.22157,1.60003,0,1.30278,1.70356,6.349,7.392,-20.314,-0.553,0.784813,0.287436,
14:41:13:448592,-0.652125,-0.222337,1.59902,0,1.30301,1.70412,5.061,7.742,-19.887,-0.168,0.904578,-0.045088,
14:41:13:453766,-0.651723,-0.22314,1.59797,0,1.30325,1.70451,4.487,8.512,-18.998,0,0.696046,-0.131037,
14:41:13:458729,-0.651339,-0.223926,1.59694,0,1.30353,1.70473,5.383,7.504,-19.509,-0.273,0.474833,0.015499,
14:41:13:463937,-0.65099,-0.224729,1.59591,0,1.30385,1.70494,5.46,8.12,-16.66,-0.14,0.391702,0.373385,
14:41:13:468847,-0.650659,-0.225514,1.59493,0,1.3042,1.70527,6.454,8.134,-19.208,0.763,0.123992,0.301526,
14:41:13:474043,-0.650345,-0.226282,1.59396,0,1.30449,1.70566,7.483,7.686,-21.028,0.189,0.136673,0.395929,
14:41:13:479164,-0.649978,-0.227085,1.59294,0,1.30474,1.70606,7.637,7.133,-19.782,0.252,0.132446,0.505831,
14:41:13:484140,-0.649629,-0.227835,1.592,0,1.30488,1.70643,7.056,7.371,-18.879,0.105,0.122583,0.498786,
14:41:13:489277,-0.649262,-0.228621,1.59102,0,1.30502,1.70681,7.7,8.127,-20.72,0.14,0.232485,0.400156,
14:41:13:494276,-0.648896,-0.229371,1.59008,0,1.30514,1.70728,7.196,7.357,-20.335,-0.364,0.336751,0.314207,
14:41:13:499270,-0.648494,-0.230139,1.5891,0,1.3053,1.70773,6.657,7.539,-19.285,0.077,0.491741,0.308571,
14:41:13:504395,-0.648058,-0.230907,1.58814,0,1.30545,1.70801,6.139,7.819,-22.078,-0.028,0.508649,0.221213,
14:41:13:509525,-0.647622,-0.231692,1.58717,0,1.30565,1.70826,5.117,7.938,-19.061,0.847,0.649549,0.574872,
14:41:13:514520,-0.64722,-0.23246,1.58621,0,1.30584,1.70864,5.915,8.729,-20.279,0.28,0.596007,0.576281,
14:41:13:519645,-0.646854,-0.233228,1.5852,0,1.30598,1.70917,6.594,8.204,-20.405,0.224,0.639686,0.39452,
14:41:13:524633,-0.646487,-0.233979,1.58418,0,1.30615,1.70969,7.847,7.336,-17.157,0,0.708727,0.143718,
14:41:13:529780,-0.646103,-0.234747,1.58321,0,1.3064,1.71016,7.539,8.057,-18.06,0.364,0.725635,0.076086,
14:41:13:534780,-0.645685,-0.235515,1.58226,0,1.30668,1.7106,6.979,8.61,-19.334,0.784,0.594598,-0.091585,
14:41:13:539902,-0.645283,-0.236283,1.5813,0,1.30697,1.71098,6.328,8.512,-18.627,-0.056,0.494559,0.288845,
14:41:13:544934,-0.644864,-0.237068,1.58033,0,1.30727,1.71133,6.741,9.66,-20.076,-0.217,0.30998,0.09863,
14:41:13:550046,-0.64441,-0.237836,1.57935,0,1.30758,1.71166,6.16,9.086,-18.221,0.217,0.080313,0.469197,
14:41:13:555027,-0.643939,-0.238569,1.57841,0,1.30783,1.71212,5.082,8.799,-19.033,-0.084,0.087358,0.381839,
14:41:13:560146,-0.643503,-0.239302,1.57748,0,1.308,1.71264,5.383,9.604,-20.923,-0.112,0.167671,0.402974,
14:41:13:565140,-0.643084,-0.240035,1.57657,0,1.30814,1.71322,6.524,8.869,-19.705,0.336,0.187397,0.301526,
14:41:13:570256,-0.6427,-0.240786,1.57568,0,1.30826,1.7136,7.553,9.282,-20.272,0.42,0.342387,0.232485,
14:41:13:575279,-0.642299,-0.241501,1.57478,0,1.3084,1.71384,7.126,8.988,-14.098,-0.399,0.418473,0.472015,
14:41:13:580384,-0.641862,-0.242234,1.57387,0,1.30856,1.71423,7.49,8.939,-20.265,0.525,0.452289,0.50724,
14:41:13:585398,-0.641426,-0.242932,1.57291,0,1.30874,1.71473,6.937,7.875,-20.993,0,0.741134,0.397338,
14:41:13:590525,-0.640972,-0.243648,1.57198,0,1.30894,1.71522,7.399,8.883,-21.224,0.42,0.684774,0.49315,
14:41:13:595533,-0.640501,-0.244381,1.57106,0,1.30908,1.71575,7.098,8.967,-19.054,0.161,0.659412,0.226849,
14:41:13:600661,-0.640012,-0.245097,1.57013,0,1.30924,1.71634,5.971,8.68,-16.247,0.161,0.951075,0,
14:41:13:605676,-0.639524,-0.245795,1.56917,0,1.30943,1.71685,5.866,8.806,-20.307,0.588,0.762269,0.015499,
14:41:13:610793,-0.63907,-0.24651,1.56827,0,1.30966,1.71718,6.517,9.303,-19.817,0.056,0.724226,0.185988,
14:41:13:615780,-0.638633,-0.247208,1.56732,0,1.30992,1.71753,7.616,9.226,-19.768,0.252,0.748179,0.438199,
14:41:13:620896,-0.638197,-0.247924,1.5664,0,1.31024,1.71798,8.638,8.96,-19.754,-0.504,0.636868,0.457925,
14:41:13:625898,-0.637761,-0.24864,1.56546,0,1.31059,1.7185,8.141,8.533,-19.796,-0.14,0.121174,0.438199,
14:41:13:631000,-0.637307,-0.249338,1.56455,0,1.3109,1.71915,8.498,9.261,-18.242,-0.112,0.256438,0.319843,
14:41:13:635969,-0.636818,-0.250018,1.56369,0,1.31107,1.71986,7.959,8.841,-20.615,0.224,0.159217,0.026771,
14:41:13:640969,-0.636312,-0.250734,1.5628,0,1.3112,1.72021,8.995,8.841,-20.888,-0.252,0.228258,0.288845,
14:41:13:646142,-0.635806,-0.251415,1.56191,0,1.31135,1.72041,7.308,8.813,-20.65,0.42,0.384657,0.639686,
14:41:13:651255,-0.635282,-0.252095,1.56097,0,1.31151,1.72076,7.749,9.03,-18.116,0.252,0.419882,0.691819,
14:41:13:656263,-0.634811,-0.252793,1.56008,0,1.31168,1.72135,7.875,9.681,-20.076,-0.476,0.581917,0.743952,
14:41:13:661386,-0.634322,-0.253457,1.55915,0,1.31186,1.7221,8.232,8.246,-19.565,0.245,0.52133,0.209941,
14:41:13:666382,-0.633834,-0.254137,1.55826,0,1.31202,1.72285,8.428,8.694,-17.752,0.392,0.584735,-0.284618,
14:41:13:671511,-0.633345,-0.254836,1.55736,0,1.31217,1.72339,8.197,9.443,-19.726,-0.308,0.621369,-0.022544,
14:41:13:676531,-0.632804,-0.255534,1.5565,0,1.31235,1.72365,7.532,9.142,-18.207,-0.588,0.650958,0.381839,
14:41:13:681626,-0.632245,-0.256214,1.55565,0,1.31256,1.72393,6.909,9.296,-20.853,-0.252,0.57769,0.667866,
14:41:13:686664,-0.631687,-0.256878,1.55481,0,1.31277,1.72447,5.992,9.814,-19.061,0.434,0.53542,0.680547,
14:41:13:691761,-0.631146,-0.257523,1.55394,0,1.31301,1.72517,7.098,8.54,-21.427,1.596,0.490332,0.441017,
14:41:13:696759,-0.630622,-0.258152,1.55306,0,1.31333,1.72596,7.56,8.547,-18.326,-0.196,0.377612,0.118356,
14:41:13:701910,-0.630116,-0.258815,1.55224,0,1.31367,1.72655,7.581,7.994,-19.222,0.021,0.19726,0,
14:41:13:706909,-0.62961,-0.259478,1.55139,0,1.31392,1.72685,7.777,8.792,-22.575,-0.511,0.049315,0.452289,
14:41:13:711910,-0.629086,-0.260141,1.55055,0,1.31413,1.72707,7.861,9.38,-19.593,0.021,0.102857,0.894715,
14:41:13:717014,-0.628511,-0.260787,1.5497,0,1.31427,1.72754,7.147,8.729,-19.95,-0.504,0.05636,0.87358,
14:41:13:722033,-0.627935,-0.261415,1.54886,0,1.31437,1.72826,6.594,8.498,-19.978,-0.448,0.266301,0.541056,
14:41:13:727158,-0.627393,-0.262061,1.54804,0,1.31451,1.72915,7.315,10.129,-20.342,0.497,0.301526,0.107084,
14:41:13:732299,-0.626887,-0.26269,1.5472,0,1.31469,1.7299,7.07,8.953,-19.88,0.189,0.345205,-0.05636,
14:41:13:737283,-0.626364,-0.263335,1.54634,0,1.31488,1.73027,7.364,8.099,-18.662,0,0.500195,0.178943,
14:41:13:742232,-0.62584,-0.263964,1.54544,0,1.31502,1.73053,8.435,9.485,-18.907,0,0.467788,0.777768,
14:41:13:747405,-0.625317,-0.264609,1.5446,0,1.31519,1.73098,9.17,9.149,-18.851,0.308,0.532602,0.777768,
14:41:13:752563,-0.624758,-0.265255,1.54373,0,1.31535,1.73165,8.449,9.471,-17.738,0.651,0.659412,0.652367,
14:41:13:757515,-0.624182,-0.265883,1.54289,0,1.31549,1.73254,8.029,9.38,-17.934,0.084,0.587553,0.202896,
14:41:13:762478,-0.623606,-0.266512,1.54205,0,1.31568,1.7332,7.721,8.988,-17.682,0,0.780586,0.147945,
14:41:13:767660,-0.623065,-0.26714,1.54121,0,1.31587,1.73353,9.114,8.554,-18.172,0.028,0.477651,0.467788,
14:41:13:772576,-0.622524,-0.267768,1.54043,0,1.31607,1.73388,9.121,9.149,-16.429,0.189,0.73268,0.784813,
14:41:13:777782,-0.621966,-0.268379,1.53962,0,1.31631,1.73444,8.596,9.464,-19.299,-0.224,0.660821,0.712954,
14:41:13:782904,-0.621407,-0.26899,1.53887,0,1.31657,1.73524,9.1,9.128,-18.816,0.616,0.514285,0.290254,
14:41:13:787952,-0.620831,-0.269601,1.53807,0,1.31689,1.73613,9.716,9.569,-17.64,0.049,0.129628,-0.247984,
14:41:13:792884,-0.62022,-0.270212,1.53734,0,1.31715,1.73664,8.834,9.842,-19.39,-0.42,0.123992,0.297299,
14:41:13:798028,-0.619609,-0.27084,1.53661,0,1.3173,1.73697,7.784,10.199,-19.103,0.42,0.18317,0.542465,
14:41:13:803030,-0.619016,-0.271434,1.53589,0,1.31739,1.73744,9.163,10.234,-22.673,0.224,0.332524,0.753815,
14:41:13:808143,-0.61844,-0.272027,1.53516,0,1.31755,1.73817,9.457,9.996,-20.202,0.168,0.393111,0.541056,
14:41:13:813277,-0.617847,-0.272603,1.53441,0,1.31772,1.73898,8.316,10.276,-22.085,0.217,0.353659,0.115538,
14:41:13:818285,-0.617236,-0.273161,1.53362,0,1.3179,1.73957,8.211,9.989,-20.384,0,0.393111,0.094403,
14:41:13:823397,-0.616607,-0.273737,1.53289,0,1.31807,1.73995,8.036,9.884,-19.691,0.084,0.311389,0.417064,
14:41:13:828405,-0.615979,-0.274313,1.53215,0,1.31818,1.74048,7.483,10.696,-20.643,0.448,0.483287,0.686183,
14:41:13:833526,-0.615368,-0.274907,1.5314,0,1.31832,1.74125,7.707,10.22,-21.756,-0.343,0.576281,0.350841,
14:41:13:838500,-0.614775,-0.275465,1.53062,0,1.31851,1.74203,7.826,10.563,-20.132,-0.42,0.432563,0.02818,
14:41:13:843649,-0.614164,-0.276041,1.52983,0,1.3187,1.74266,8.162,10.472,-19.873,-0.056,0.373385,0.226849,
14:41:13:848632,-0.61357,-0.276582,1.5291,0,1.31888,1.7431,7.476,10.766,-19.411,0.308,0.597416,0.566418,
14:41:13:853766,-0.612942,-0.277123,1.52835,0,1.31909,1.74358,7.336,9.765,-19.915,-0.224,0.453698,0.57769,
14:41:13:858755,-0.612279,-0.277664,1.52763,0,1.31929,1.74432,7.336,9.443,-20.384,0.287,0.319843,0.534011,
14:41:13:863881,-0.611651,-0.278188,1.52688,0,1.31947,1.74512,8.043,10.766,-20.055,-0.469,0.39452,0.178943,
14:41:13:868876,-0.61104,-0.278729,1.52613,0,1.31973,1.74564,8.12,9.947,-18.207,0.021,0.116947,0.47906,
14:41:13:873826,-0.610429,-0.27927,1.52544,0,1.32003,1.74611,8.498,9.891,-19.838,0.049,0.045088,0.538238,
14:41:13:879023,-0.609853,-0.279811,1.52474,0,1.32024,1.74666,9.415,10.283,-20.188,-0.42,-0.085949,0.689001,
14:41:13:883983,-0.609242,-0.280317,1.524,0,1.32034,1.74748,8.673,8.729,-19.551,0.224,0.1409,0.360704,
14:41:13:889142,-0.608596,-0.280823,1.52329,0,1.32045,1.74837,8.785,9.212,-18.354,-0.476,0.1409,0.115538,
14:41:13:894230,-0.607951,-0.281347,1.52254,0,1.32055,1.74889,8.883,8.302,-18.48,0.112,0.157808,0.36634,
14:41:13:899250,-0.60734,-0.281871,1.52184,0,1.32073,1.74926,9.429,10.871,-18.753,-0.021,0.398747,0.801721,
14:41:13:904207,-0.606711,-0.282412,1.52116,0,1.32087,1.74985,8.918,10.528,-18.998,-0.308,0.247984,0.753815,
14:41:13:909360,-0.606066,-0.282935,1.52043,0,1.32097,1.75072,8.512,10.64,-16.961,-0.168,0.400156,0.312798,
14:41:13:914360,-0.605437,-0.283476,1.51975,0,1.32109,1.75163,9.653,10.535,-19.068,-0.392,0.552328,0.057769,
14:41:13:919486,-0.604774,-0.284,1.51905,0,1.32125,1.75214,8.617,11.41,-17.71,0.511,0.456516,0.387475,
14:41:13:924494,-0.604093,-0.284506,1.51837,0,1.32141,1.75245,8.715,10.227,-17.423,-0.021,0.611506,0.772132,
14:41:13:929627,-0.60343,-0.285012,1.51774,0,1.32155,1.75301,8.316,11.361,-17.276,-0.679,0.488923,0.783404,
14:41:13:934614,-0.602784,-0.285518,1.51714,0,1.32167,1.754,8.519,11.879,-20.608,0.448,0.594598,0.240939,
14:41:13:939751,-0.602121,-0.286025,1.5165,0,1.32181,1.75507,8.393,11.746,-19.635,-0.133,0.581917,-0.115538,
14:41:13:944733,-0.60144,-0.286496,1.51587,0,1.322,1.75554,8.456,10.598,-19.313,-0.504,0.765087,0.348023,
14:41:13:949859,-0.60076,-0.286985,1.51523,0,1.32221,1.75578,7.483,11.123,-19.789,0.392,0.498786,0.832719,
14:41:13:954859,-0.600079,-0.287473,1.51456,0,1.3224,1.75634,7,10.92,-18.984,-0.42,0.548101,0.839764,
14:41:13:959979,-0.599398,-0.287944,1.51395,0,1.32261,1.75734,8.645,10.416,-18.984,-0.483,0.246575,0.367749,
14:41:13:964989,-0.59877,-0.288416,1.51336,0,1.3228,1.75835,7.973,11.711,-19.404,0.224,0.328297,-0.163444,
14:41:13:969980,-0.598107,-0.288869,1.51273,0,1.32301,1.75877,8.043,11.277,-18.067,-0.168,0.122583,0.402974,
14:41:13:975107,-0.597426,-0.289358,1.51215,0,1.3232,1.75905,8.4,12.047,-20.993,-0.021,0.107084,0.886261,
14:41:13:980140,-0.596728,-0.289829,1.51154,0,1.32338,1.75975,6.776,12.712,-20.244,0.399,0.030998,0.742543,
14:41:13:985242,-0.59603,-0.290266,1.5109,0,1.3235,1.76085,7.245,11.095,-17.64,0.168,0.194442,0.038043,
14:41:13:990240,-0.595349,-0.290685,1.51032,0,1.32364,1.76182,6.923,11.039,-20.51,0.028,0.228258,-0.231076,
14:41:13:995178,-0.594651,-0.291121,1.50978,0,1.32373,1.76217,6.671,11.291,-19.362,0.168,0.122583,0.266301,
14:41:14:349,-0.594005,-0.291557,1.50922,0,1.32385,1.7625,7.539,10.738,-21.35,-0.084,0.332524,0.851036,
14:41:14:5361,-0.593342,-0.291959,1.50863,0,1.32399,1.76325,8.232,10.5,-19.376,0.364,0.250802,0.719999,
14:41:14:10483,-0.592679,-0.29236,1.50802,0,1.32408,1.76434,8.344,9.562,-19.509,0.364,0.474833,0.123992,
14:41:14:15428,-0.592016,-0.292762,1.50737,0,1.3242,1.76512,8.82,10.535,-17.283,-0.364,0.400156,0.105675,
14:41:14:20606,-0.591352,-0.29318,1.50674,0,1.3243,1.76547,8.183,9.905,-16.758,0.28,0.46497,0.534011,
14:41:14:25561,-0.590689,-0.293617,1.5062,0,1.32444,1.76592,9.331,10.381,-18.172,0.301,0.536829,0.897533,
14:41:14:30734,-0.590043,-0.294018,1.50566,0,1.3246,1.7668,9.009,10.535,-17.871,-0.791,0.418473,0.301526,
14:41:14:35759,-0.589345,-0.29442,1.5051,0,1.32467,1.76784,9.457,9.163,-19.432,-0.056,0.483287,-0.019726,
14:41:14:40873,-0.58863,-0.294821,1.50449,0,1.32476,1.76849,7.812,10.325,-17.941,-0.504,0.600234,0.185988,
14:41:14:45859,-0.587932,-0.295222,1.50393,0,1.32493,1.76889,9.814,10.941,-15.302,-0.105,0.739725,0.639686,
14:41:14:50988,-0.587233,-0.295641,1.50339,0,1.32514,1.76948,8.526,11.186,-17.01,0.14,0.405792,0.908805,
14:41:14:55980,-0.586553,-0.296008,1.50283,0,1.32532,1.77043,8.4,10.605,-16.66,-0.217,0.428336,0.487514,
14:41:14:60981,-0.585872,-0.296374,1.50233,0,1.32547,1.77126,8.533,9.548,-18.424,-0.14,0.371976,0.178943,
14:41:14:66108,-0.585157,-0.296741,1.50186,0,1.32566,1.77184,8.435,10.108,-18.284,0.448,0.524148,0.445244,
14:41:14:71241,-0.584441,-0.297142,1.50137,0,1.32589,1.77245,9.107,10.276,-16.954,-0.224,0.287436,0.607279,
14:41:14:76227,-0.583743,-0.297526,1.50086,0,1.32607,1.77324,9.107,10.85,-18.438,0,0.102857,0.466379,
14:41:14:81174,-0.583027,-0.29791,1.50037,0,1.32621,1.77414,8.582,10.535,-17.605,-0.679,-0.008454,0.038043,
14:41:14:86349,-0.582329,-0.298259,1.49992,0,1.32628,1.77476,8.631,9.947,-18.914,-0.42,0.053542,0.307162,
14:41:14:91351,-0.581614,-0.298626,1.49943,0,1.32636,1.77538,9.373,10.157,-17.213,-0.252,0.059178,0.5636,
14:41:14:96477,-0.580881,-0.298992,1.49894,0,1.3265,1.77622,8.82,10.752,-19.607,0.056,0.114129,0.429745,
14:41:14:101475,-0.580147,-0.299376,1.49849,0,1.32668,1.77694,9.079,10.458,-18.774,-0.028,0.052133,0.371976,
14:41:14:106426,-0.579414,-0.299725,1.49807,0,1.32671,1.77755,8.232,10.787,-20.027,-0.308,0.318434,0.419882,
14:41:14:111595,-0.578681,-0.300057,1.49763,0,1.32675,1.77821,7.819,10.15,-19.229,-0.021,0.259256,0.441017,
14:41:14:116727,-0.577966,-0.300389,1.49714,0,1.32685,1.77901,8.813,10.584,-19.852,-0.112,0.184579,0.453698,
14:41:14:121726,-0.577233,-0.300738,1.49669,0,1.32696,1.7799,8.092,11.277,-18.41,-0.651,0.232485,0.190215,
14:41:14:126849,-0.5765,-0.301104,1.49627,0,1.32706,1.78058,7.994,11.452,-20.013,0.28,0.379021,0.15499,
14:41:14:131855,-0.575784,-0.301453,1.49585,0,1.32713,1.78113,8.47,11.893,-17.731,-0.091,0.278982,0.505831,
14:41:14:136982,-0.575069,-0.301802,1.49542,0,1.3272,1.78179,7.567,11.865,-19.005,0.14,0.415655,0.728453,
14:41:14:141985,-0.574353,-0.302116,1.49496,0,1.32727,1.7828,8.554,11.739,-18.354,-0.112,0.443835,0.142309,
14:41:14:147093,-0.57362,-0.302431,1.49454,0,1.32736,1.78357,8.631,11.473,-19.95,0.196,0.453698,0.233894,
14:41:14:152089,-0.572887,-0.302762,1.49414,0,1.32745,1.78408,8.61,11.662,-19.677,0.329,0.608688,0.472015,
14:41:14:157093,-0.572171,-0.303076,1.49372,0,1.32755,1.7847,8.547,11.914,-16.947,-0.609,0.604461,0.820038,
14:41:14:162045,-0.571438,-0.303373,1.4933,0,1.32765,1.78563,9.387,12.537,-19.019,0.595,0.670684,0.212759,
14:41:14:167230,-0.570758,-0.303652,1.4929,0,1.32776,1.78662,9.128,11.55,-17.801,0.021,0.525557,0.163444,
14:41:14:172375,-0.570025,-0.303914,1.49254,0,1.32783,1.78716,10.066,10.577,-20.58,-0.084,0.680547,0.387475,
14:41:14:177397,-0.569291,-0.304176,1.49219,0,1.3279,1.78765,9.534,10.031,-18.403,0.308,0.722817,0.825674,
14:41:14:182480,-0.568558,-0.304455,1.49175,0,1.32795,1.78849,9.072,11.473,-17.689,-0.112,0.660821,0.60587,
14:41:14:187494,-0.567825,-0.304752,1.49131,0,1.32809,1.7895,9.94,11.991,-19.054,0.364,0.621369,0.163444,
14:41:14:192619,-0.567092,-0.305066,1.49091,0,1.32821,1.79018,9.345,12.971,-17.738,-0.049,0.534011,0.260665,
14:41:14:197594,-0.566377,-0.305345,1.49058,0,1.32834,1.7906,9.121,12.929,-18.963,-0.133,0.614324,0.889079,
14:41:14:202736,-0.565591,-0.305607,1.49027,0,1.32847,1.79132,8.666,11.431,-18.55,-0.42,0.559373,0.670684,
14:41:14:207821,-0.564823,-0.305834,1.48992,0,1.32861,1.7924,8.911,11.011,-17.766,-0.105,0.538238,0.173307,
14:41:14:212855,-0.564073,-0.306078,1.48952,0,1.3287,1.79333,8.729,10.682,-18.123,0.161,0.474833,0.022544,
14:41:14:217854,-0.563322,-0.306323,1.48918,0,1.32882,1.79378,8.155,11.459,-19.278,-0.168,0.462152,0.66223,
14:41:14:222992,-0.562572,-0.306602,1.48891,0,1.32903,1.79434,8.596,12.915,-19.957,-0.252,0.208532,0.921486,
14:41:14:227966,-0.561804,-0.306881,1.48863,0,1.32919,1.7953,8.12,13.482,-18.403,0.189,0.049315,0.481878,
14:41:14:233097,-0.561036,-0.307126,1.48833,0,1.32928,1.79624,7.672,12.383,-20.076,0.056,0.091585,0.118356,
14:41:14:238099,-0.560268,-0.307352,1.48795,0,1.32933,1.79689,8.344,12.201,-18.452,0.168,0.047906,0.460743,
14:41:14:243105,-0.5595,-0.307544,1.48754,0,1.32938,1.79741,7.532,10.64,-15.603,-0.168,0.122583,0.7045,
14:41:14:248230,-0.558767,-0.307736,1.48723,0,1.32947,1.79823,7.371,11.382,-17.822,0,0.107084,0.505831,
14:41:14:253194,-0.557999,-0.307946,1.48699,0,1.32957,1.79926,7.77,11.956,-19.068,-0.399,0.022544,0.1409,
14:41:14:258375,-0.557231,-0.308173,1.48676,0,1.32963,1.80001,7.665,11.942,-20.811,0.245,0.174716,0.284618,
14:41:14:263483,-0.556463,-0.3084,1.48651,0,1.32964,1.80062,7.651,12.747,-19.278,0.196,0.135264,0.639686,
14:41:14:268468,-0.555713,-0.308627,1.48622,0,1.32971,1.8013,7.714,12.768,-18.494,-0.112,0.283209,0.624187,
14:41:14:273590,-0.55498,-0.308853,1.48589,0,1.32978,1.80212,7.266,13.027,-16.947,0.217,0.022544,0.556555,
14:41:14:278583,-0.554194,-0.309045,1.48559,0,1.32984,1.80294,7.875,13.195,-17.255,-0.308,0.039452,0.304344,
14:41:14:283583,-0.553444,-0.30922,1.48533,0,1.32987,1.80369,7.329,13.426,-17.668,0.364,0.109902,0.345205,
14:41:14:288720,-0.552693,-0.309377,1.48515,0,1.32992,1.80443,8.099,11.788,-19.775,-0.196,0.202896,0.419882,
14:41:14:293843,-0.55196,-0.309534,1.48494,0,1.32996,1.80526,8.652,12.054,-20.167,0.448,0.166262,0.357886,
14:41:14:298840,-0.551227,-0.309656,1.48472,0,1.32998,1.80603,7.987,11.361,-20.699,-0.091,0.305753,0.191624,
14:41:14:303794,-0.550494,-0.309796,1.48445,0,1.33003,1.80673,8.218,11.347,-18.613,0.56,0.26771,0.511467,
14:41:14:308964,-0.549726,-0.309953,1.48414,0,1.33008,1.80757,8.736,10.654,-17.213,0.301,0.150763,0.350841,
14:41:14:314091,-0.548976,-0.31011,1.48384,0,1.33015,1.80832,9.492,10.801,-14.154,-0.679,0.159217,0.26771,
14:41:14:319095,-0.548243,-0.310267,1.4836,0,1.33019,1.80896,9.191,12.194,-17.395,0.168,0.259256,0.594598,
14:41:14:324212,-0.54751,-0.310442,1.48339,0,1.3302,1.80964,8.715,12.313,-15.757,0.028,0.273346,0.66223,
14:41:14:329219,-0.546759,-0.310599,1.48322,0,1.33022,1.81062,9.548,12.607,-17.206,-0.532,0.270528,0.222622,
14:41:14:334233,-0.545974,-0.310756,1.48304,0,1.33026,1.81149,8.729,12.054,-16.975,-0.161,0.503013,0.092994,
14:41:14:339364,-0.545188,-0.310896,1.4829,0,1.33031,1.81207,8.477,11.942,-19.642,0.252,0.35225,0.410019,
14:41:14:344283,-0.544421,-0.311018,1.48276,0,1.33032,1.81273,8.652,11.508,-18.284,-0.049,0.374794,0.656594,
14:41:14:349477,-0.54367,-0.311122,1.4826,0,1.33038,1.81366,8.589,11.662,-18.256,0.161,0.488923,0.467788,
14:41:14:354579,-0.542937,-0.31121,1.48247,0,1.33046,1.81462,9.884,10.899,-18.634,0,0.325479,0.097221,
14:41:14:359586,-0.542204,-0.311314,1.48231,0,1.33048,1.81516,9.688,10.724,-18.515,-0.532,0.335342,0.484696,
14:41:14:364584,-0.541419,-0.311402,1.48212,0,1.3305,1.81574,9.667,9.891,-17.332,0.021,0.477651,0.628414,
14:41:14:369714,-0.540651,-0.311506,1.48191,0,1.33055,1.81661,10.612,10.822,-15.505,0.301,0.345205,0.439608,
14:41:14:374708,-0.539848,-0.311594,1.4817,0,1.33057,1.81769,8.505,10.892,-15.218,0.252,0.46497,-0.040861,
14:41:14:379843,-0.53908,-0.311663,1.48152,0,1.33059,1.81839,8.309,10.136,-15.491,0.791,0.495968,0.142309,
14:41:14:384843,-0.53826,-0.311751,1.4814,0,1.33059,1.81889,7.875,10.122,-16.443,-0.28,0.514285,0.684774,
14:41:14:389960,-0.537457,-0.311838,1.4813,0,1.33064,1.81966,6.923,10.85,-15.169,0.021,0.569236,0.581917,
14:41:14:394984,-0.536671,-0.311925,1.48123,0,1.33071,1.82073,7.672,10.472,-17.773,-0.532,0.590371,0.064814,
14:41:14:400082,-0.535903,-0.31203,1.48116,0,1.33071,1.82155,8.029,10.584,-17.122,0.476,0.528375,0.147945,
14:41:14:405107,-0.535153,-0.312135,1.48112,0,1.33073,1.82198,9.037,12.068,-19.369,0.112,0.5636,0.7045,
14:41:14:410220,-0.534385,-0.312239,1.48109,0,1.33074,1.82265,9.065,11.97,-18.914,0.231,0.405792,0.805948,
14:41:14:415208,-0.533617,-0.312344,1.48103,0,1.33078,1.82371,8.792,12.012,-20.398,0.189,0.495968,0.224031,
