Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
13:46:00:438444,0.511189,-0.0152848,43.753,-8.825,8.214,0.06,0.65,0.445
13:46:00:458461,0.511184,-0.0154037,44.623,-8.995,8.567,0.065,0.656,0.456
13:46:00:478558,0.51121,-0.0155025,45.719,-8.8,8.081,0.072,0.675,0.461
13:46:00:498518,0.511207,-0.0155787,46.445,-8.749,8.286,0.078,0.688,0.465
13:46:00:518681,0.511205,-0.0156337,45.819,-8.342,7.88,0.078,0.671,0.438
13:46:00:538696,0.511204,-0.0156663,45.428,-8.215,7.94,0.075,0.661,0.439
13:46:00:558795,0.511203,-0.0156777,46.328,-8.088,7.656,0.087,0.677,0.462
13:46:00:578917,0.511204,-0.0156663,46.029,-8.023,7.33,0.099,0.667,0.444
13:46:00:598946,0.511205,-0.0156337,46.247,-8.148,7.521,0.105,0.673,0.454
13:46:00:619071,0.511207,-0.0155787,46.222,-8.118,7.295,0.101,0.672,0.453
13:46:00:639060,0.51121,-0.0155025,46.331,-8.218,7.207,0.099,0.679,0.457
13:46:00:659184,0.511184,-0.0154037,46.751,-8.324,7.819,0.093,0.697,0.47
13:46:00:679169,0.511189,-0.0152848,46.805,-8.228,7.526,0.092,0.713,0.467
13:46:00:699241,0.511194,-0.0151453,46.451,-8.267,7.538,0.089,0.725,0.452
13:46:00:719294,0.5112,-0.0149856,44.878,-7.873,6.732,0.102,0.722,0.401
13:46:00:739260,0.511207,-0.0148066,40.861,-6.185,4.745,0.129,0.668,0.278
13:46:00:759382,0.511183,-0.0146077,37.708,-5.339,3.693,0.159,0.621,0.219
13:46:00:779551,0.511191,-0.0143907,35.785,-5.338,3.044,0.187,0.583,0.205
13:46:00:799551,0.5112,-0.0141565,33.302,-4.087,1.707,0.201,0.541,0.185
13:46:00:819497,0.511209,-0.0139056,31.517,-4.284,1.568,0.211,0.524,0.176
13:46:00:839690,0.511188,-0.0136377,29.22,-3.564,0.769,0.214,0.485,0.148
13:46:00:859648,0.511197,-0.0133554,26.495,-3.138,0.158,0.241,0.431,0.125
13:46:00:879797,0.511206,-0.0130591,24.198,-2.559,-0.167,0.219,0.397,0.111
13:46:00:899756,0.511185,-0.0127484,22.013,-1.767,-1.509,0.25,0.375,0.102
13:46:00:919913,0.511194,-0.0124269,18.893,-1.939,-1.007,0.225,0.302,0.069
13:46:00:939920,0.511204,-0.0120947,15.599,-0.857,-2.189,0.225,0.244,0.06
13:46:00:960040,0.511183,-0.0117514,15.008,-0.703,-2.12,0.222,0.229,0.107
13:46:00:980156,0.511192,-0.0114004,12.55,-0.468,-2.57,0.214,0.178,0.094
13:46:01:183,0.5112,-0.0110417,9.939,-0.376,-2.285,0.207,0.141,0.076
13:46:01:20147,0.511208,-0.0106763,7.883,0.376,-3.015,0.21,0.122,0.066
13:46:01:40291,0.511187,-0.0103056,6.178,0.591,-3.058,0.185,0.117,0.061
13:46:01:60423,0.511194,-0.00993173,3.871,0.518,-2.861,0.178,0.102,0.048
13:46:01:80373,0.511201,-0.00955506,2.57,0.641,-3.201,0.167,0.078,0.063
13:46:01:100549,0.511208,-0.00917749,-1.212,0.521,-3.542,0.158,0.048,0.004
