Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
01:49:47:355721,0.511192,0.00842857,-48.077,13.93,-5.385,-0.339,-1.388,-0.055
01:49:47:375852,0.51121,0.00805262,-46.358,13.72,-5.823,-0.32,-1.356,-0.057
01:49:47:395830,0.511198,0.00763248,-43.189,12.889,-5.137,-0.32,-1.287,-0.049
01:49:47:415975,0.511187,0.007171,-40.404,12.395,-5.407,-0.294,-1.227,-0.053
01:49:47:435965,0.511207,0.00667005,-37.867,11.167,-4.347,-0.287,-1.162,-0.054
01:49:47:456095,0.511199,0.00612916,-35.17,10.644,-3.594,-0.29,-1.083,-0.053
01:49:47:476103,0.51119,0.00555057,-32.099,10.273,-4.015,-0.26,-1.011,-0.049
01:49:47:496209,0.511211,0.00493617,-29.119,9.534,-2.897,-0.273,-0.899,-0.056
01:49:47:516228,0.511202,0.00428567,-25.916,8.338,-2.392,-0.246,-0.823,-0.041
01:49:47:536325,0.511193,0.00360247,-23.422,8.169,-2.984,-0.206,-0.771,-0.042
01:49:47:556290,0.511183,0.00288713,-21.538,7.706,-2.53,-0.205,-0.714,-0.039
01:49:47:576469,0.5112,0.00214319,-19.014,7.337,-2.851,-0.17,-0.656,-0.041
01:49:47:596448,0.511187,0.00137031,-16.795,6.49,-2.575,-0.16,-0.591,-0.034
01:49:47:616613,0.511203,0.000571652,-14.805,6.314,-1.779,-0.17,-0.52,-0.039
01:49:47:636607,0.511187,-0.000250905,-12.754,5.594,-1.599,-0.156,-0.454,-0.033
01:49:47:656706,0.511198,-0.00109607,-10.881,4.373,-0.956,-0.167,-0.358,-0.013
01:49:47:676763,0.511206,-0.00196082,-9.515,4.051,-1.108,-0.159,-0.315,-0.009
01:49:47:696835,0.511183,-0.00284358,-7.917,3.371,-0.814,-0.136,-0.271,-0.008
01:49:47:716783,0.511187,-0.00374186,-6.558,3.01,-0.394,-0.131,-0.223,-0.003
01:49:47:736947,0.511188,-0.00465373,-5.085,2.239,-0.124,-0.111,-0.173,0
01:49:47:756905,0.511186,-0.0055766,-3.654,1.935,-0.772,-0.085,-0.137,0.006
01:49:47:777090,0.51121,-0.00650881,-2.287,1.26,-0.194,-0.065,-0.092,0.006
01:49:47:797190,0.511201,-0.00744727,-1.004,0.828,0.391,-0.051,-0.053,0.004
01:49:47:817236,0.511191,-0.00838982,-0.036,0.525,0.287,-0.04,-0.017,0.004
01:49:47:837330,0.511205,-0.00933479,1.091,-0.251,0.309,-0.015,0.015,0.009
01:49:47:857273,0.511187,-0.0102787,2.063,-0.045,0.594,-0.017,0.041,0.008
01:49:47:877465,0.511197,-0.0112207,3.464,0.371,0.485,-0.012,0.068,0.011
01:49:47:897461,0.511202,-0.0121573,4.596,0.657,0.788,-0.009,0.097,0.005
01:49:47:917576,0.511205,-0.0130869,5.808,0.961,0.719,0.009,0.107,0.007
01:49:47:937582,0.511205,-0.0140063,7.178,1.684,0.649,0.001,0.128,0.015
01:49:47:957578,0.511203,-0.0149141,8.735,2.439,0.477,0,0.151,0.018
01:49:47:977672,0.511198,-0.0158069,10.23,3.587,0.634,-0.031,0.2,0.018
01:49:47:997720,0.511191,-0.0166836,11.781,4.023,0.443,-0.032,0.232,0.023
01:49:48:17802,0.511183,-0.0175415,13.444,4.297,0.743,-0.019,0.256,0.025
01:49:48:37958,0.511202,-0.0183803,15.221,5.027,0.511,-0.02,0.283,0.032
01:49:48:57942,0.511191,-0.0191951,17.101,5.213,0.753,-0.013,0.317,0.038
01:49:48:77903,0.511208,-0.019986,19.148,5.909,0.698,-0.005,0.347,0.042
01:49:48:98059,0.511195,-0.0207487,21.027,6.832,0.95,-0.041,0.411,0.048
01:49:48:118180,0.511212,-0.0214848,23.469,6.717,0.294,-0.005,0.445,0.058
01:49:48:138166,0.511197,-0.0221882,25.651,6.96,-1.613,0.094,0.422,0.051
01:49:48:158327,0.511185,-0.0228595,27.92,7.184,-1.581,0.095,0.459,0.077
01:49:48:178291,0.511202,-0.0234992,30.222,7.342,-1.694,0.102,0.497,0.089
01:49:48:198437,0.511191,-0.0241013,32.95,7.251,-1.252,0.118,0.556,0.098
01:49:48:218381,0.51121,-0.0246689,35.233,6.921,-0.818,0.134,0.591,0.122
01:49:48:238568,0.511202,-0.025196,37.854,7.011,-0.06,0.119,0.666,0.124
01:49:48:258673,0.511196,-0.0256838,40.093,7.397,-0.436,0.113,0.717,0.156
01:49:48:278691,0.511191,-0.0261305,42.208,7.103,0.227,0.119,0.748,0.155
01:49:48:298801,0.51119,-0.0265362,44.49,6.499,0.194,0.126,0.787,0.167
01:49:48:318821,0.511191,-0.0268986,48.061,6.872,0.161,0.142,0.833,0.187
01:49:48:338910,0.511196,-0.0272174,49.068,6.515,0.506,0.148,0.828,0.162
01:49:48:358919,0.511203,-0.0274923,50.53,6.624,-0.033,0.167,0.846,0.181
01:49:48:379038,0.511184,-0.0277194,52.106,6.058,0.868,0.157,0.879,0.188
01:49:48:398995,0.511199,-0.0279037,52.881,6.712,-0.396,0.193,0.885,0.17
01:49:48:419156,0.511188,-0.0280393,53.724,5.599,-0.223,0.218,0.892,0.194
01:49:48:439179,0.51121,-0.0281311,54.773,6.632,-1.446,0.24,0.914,0.187
01:49:48:459286,0.511206,-0.0281743,55.212,6.62,-1.269,0.226,0.925,0.196
01:49:48:479283,0.511207,-0.02817,54.465,6.875,-0.959,0.22,0.907,0.173
01:49:48:499431,0.511211,-0.0281194,54.683,6.482,-0.982,0.227,0.912,0.183
01:49:48:519374,0.51119,-0.0280202,54.991,7.156,-1.053,0.216,0.923,0.188
01:49:48:539544,0.511202,-0.027877,54.783,6.723,-1.031,0.22,0.925,0.184
01:49:48:559538,0.511187,-0.0276846,55.027,6.787,-1.106,0.222,0.948,0.191
01:49:48:579677,0.511207,-0.0274504,53.531,6.991,-1.694,0.233,0.933,0.169
01:49:48:599669,0.5112,-0.0271679,50.989,7.937,-2.75,0.241,0.881,0.136
01:49:48:619811,0.511195,-0.0268418,48.752,7.949,-3.43,0.258,0.842,0.123
01:49:48:639913,0.511195,-0.0264717,46.974,9.633,-3.658,0.233,0.838,0.108
01:49:48:659936,0.511197,-0.0260595,42.89,8.182,-3.643,0.238,0.783,0.085
01:49:48:679883,0.511202,-0.0256057,40.373,9.35,-4.346,0.235,0.746,0.06
01:49:48:700052,0.511208,-0.0251115,36.874,9.462,-4.453,0.214,0.667,0.011
01:49:48:720040,0.511187,-0.0245756,35.189,10.684,-4.837,0.187,0.625,0.03
01:49:48:740182,0.511197,-0.0240039,32.105,10.138,-4.571,0.183,0.559,0
01:49:48:760095,0.511209,-0.0233956,29.597,10.835,-5.444,0.184,0.511,-0.024
01:49:48:780280,0.511192,-0.0227502,26.905,10.247,-5.441,0.185,0.462,-0.043
01:49:48:800392,0.511205,-0.0220732,24.005,11.065,-5.245,0.139,0.409,-0.058
01:49:48:820386,0.511188,-0.021363,21.917,9.734,-4.611,0.124,0.396,-0.049
01:49:48:840404,0.511203,-0.0206239,19.197,10.127,-5.356,0.12,0.321,-0.071
01:49:48:860518,0.511185,-0.019855,17.311,9.016,-5.155,0.126,0.262,-0.05
01:49:48:880676,0.511198,-0.0190613,15.266,9.538,-5.157,0.097,0.234,-0.069
01:49:48:900691,0.511209,-0.0182429,13.424,8.908,-4.851,0.086,0.19,-0.065
01:49:48:920775,0.51119,-0.0174003,11.776,8.546,-3.413,0.023,0.176,-0.045
01:49:48:940778,0.511198,-0.0165391,9.964,8.277,-2.703,-0.029,0.173,-0.029
01:49:48:960887,0.511204,-0.0156595,8.406,7.737,-2.249,-0.035,0.137,-0.029
01:49:48:980896,0.511209,-0.0147636,6.745,6.939,-2.917,-0.017,0.09,-0.026
01:49:49:1024,0.51121,-0.0138542,5.277,5.999,-1.891,-0.042,0.077,-0.014
01:49:49:20994,0.511209,-0.0129326,4.002,4.208,-1.069,-0.043,0.07,-0.005
01:49:49:41148,0.511206,-0.0120018,2.844,3.831,-1.44,-0.048,0.047,-0.001
01:49:49:61180,0.5112,-0.0110642,1.815,2.468,-1.018,-0.034,0.028,0.001
01:49:49:81265,0.511191,-0.0101217,0.619,1.297,-0.568,-0.038,0.02,0.002
01:49:49:101273,0.511208,-0.00917749,-0.516,0.593,-0.52,-0.035,-0.001,0.001
